choice_id,qest_id,answer
HXB7XHK9,574,b
DTPQYVFK,574,c
QZFVS58Q,574,d
S5W8BP4S,576,a
HTJYM9DI,576,b
O62L1NHW,576,c
CZW67LUP,576,d
K9A21RJC,579,a
T0BT5VGP,579,b
6GIZRACK,579,c
STHXKTE1,579,d
AJ1LKX1T,582,a
HJJ29IVQ,582,b
LWWV5RQP,582,c
RSR5N36F,582,d
73DOJ1RY,585,a
S71QYWRD,585,b
6Q0PH8M5,585,c
55TZQZGE,585,d
UBCYO7P6,589,a
RGCTHD3E,589,b
Z4IVR9EE,589,c
8LDWU2GO,589,d
M17THNKL,596,a
L5YFKFTU,596,b
QUIN9H4X,596,c
TOONU2YF,596,d
DW51J1LW,605,a
3A39X7EN,605,b
FBTE3P4H,605,c
XCCRF82U,605,d
8H2TLSPT,609,a
QGZTSEUW,609,b
SZ8JYT2D,609,c
XLOVBC55,609,d
9930L7QL,610,a
NQTP4QOU,610,b
P9A95HYM,610,c
NG9QXDOE,610,d
WGY1V3AQ,615,a
2PB4FYOH,615,b
6ON2OKXR,615,c
KA20SGI7,615,d
UFEYRXS1,617,a
8K58MKXG,617,b
E01T08S5,617,c
8GWWQE1Z,617,d
HRH0B6ZF,620,a
WP4B2RLM,620,b
0UEPE4HK,620,c
18SYD64L,620,d
Y2L9H5EV,622,a
VF6M3RSF,622,b
DC6TN5W3,622,c
J6XQ9IT3,622,d
BT3KHWEJ,624,a
VUR0NGDJ,624,b
TOBXHUX0,624,c
YXXL6ZWF,624,d
GDM7VXKY,627,a
QTBS939Z,627,b
4N01E8XU,627,c
HYJHJ0V6,627,d
F3H8Y3KZ,631,a
6TXR3BH5,631,b
7ED4NXH6,631,c
TIM0E5P8,631,d
3C6A6UWO,632,a
AKTNG148,632,b
WQ25T3AY,632,c
ZC8E7XQ1,632,d
FW9CEL1T,633,a
D4XYPO08,633,b
49UE3FXE,633,c
T7KW5S31,633,d
UUTRWA4C,634,a
DBAEWH0H,634,b
NLQOZRQJ,634,c
03CLPOKS,634,d
622KDD2Y,635,a
4THQNFC2,635,b
CED7PVFX,635,c
UHABQO0P,635,d
0TMDS1LS,638,a
95U4VX27,638,b
RJ9ZB7WR,638,c
PD4400VA,638,d
TLLXS70K,639,a
4TGD701W,639,b
WB2DQUHM,639,c
1069RGMF,639,d
605889IF,644,a
OCGNGF8O,644,b
VB6A8AED,644,c
G5CU0FSM,644,d
JOLXRUY1,646,a
3R45FPDT,646,b
VTBL7TA4,646,c
9BOSRYO3,646,d
30X1NZOA,649,a
WAVZ32PM,649,b
ULWJYEWZ,649,c
7AL3T80P,649,d
IU5BA23Q,651,a
ZK8NUXMK,651,b
7C86Y5OO,651,c
Z0G7ULEK,651,d
QPVBWJOW,658,a
IXFPHS58,658,b
T40DK9CX,658,c
RTEM4G57,658,d
Y5PES5KL,664,a
VQOEK5LY,664,b
PQCY4DOS,664,c
M9OX9ZSA,664,d
S781KSZ6,670,a
1I6VVPKJ,670,b
07E5MM5L,670,c
U4F8F2K5,670,d
K0D88L86,671,a
2OUEVDC7,671,b
0W4PIDOG,671,c
QRAKWZEM,671,d
3D27AVRO,681,a
RNE1DMYK,681,b
HTV0BDZ2,681,c
UIBWW4WJ,681,d
8KRGCWYA,688,a
V7NGFP66,688,b
GXUWA8YH,688,c
7WUYVT6O,688,d
LW8ERDPM,697,a
NO411TKN,697,b
353W3WM0,697,c
0OPPHM3Y,697,d
VI8D2UQS,698,a
B34Y16GD,698,b
VN9IW9WI,698,c
FCY6AXDQ,698,d
4JK1A7WC,699,a
THJ9F1VJ,699,b
CUIXVXAU,699,c
ZABO9XD9,699,d
UTT51ME9,700,a
SZMLE7AO,700,b
UNBS1RIY,700,c
8MS9L5T2,700,d
0399Z3DW,701,a
WR9AF45W,701,b
S0UB4WTY,701,c
DBAOZAXV,701,d
7TX3F15X,703,a
IADGTOGL,703,b
ES5YG9JK,703,c
MSQ8Y1XN,703,d
GB157QY7,704,a
39MPZV3F,704,b
MWTAK2H5,704,c
ZOYQWPJT,704,d
EVFWSVYC,705,a
RPZQJON2,705,b
HJXO9EBQ,705,c
ZEFMTW85,705,d
OF7GAFKI,715,a
QUL22XUI,715,b
YU4LANMJ,715,c
UEH8C7N9,715,d
HCPV1S2O,716,a
TA1B2AHM,716,b
GJ10BWRB,716,c
NVXVPSRV,716,d
6VY2KSBX,718,a
CA8UYJGO,718,b
NLEFB76N,718,c
P6SLTHYA,718,d
NNK0Y5CI,721,a
F7CZ0OXH,721,b
LTBLHI7T,721,c
FQVVW8YM,721,d
NFDEGQ04,725,a
1M5QQ3ED,725,b
NEAYOB57,725,c
TMZKG4YE,725,d
VY3B395O,730,a
ESCV5GSC,730,b
GVCF7W0B,730,c
47WMFNTK,730,d
DXZE144C,731,a
32UTC7FI,731,b
N9ESK00Q,731,c
ZSBO441C,731,d
316GV5NK,736,a
NIZBW68T,736,b
99M48XAC,736,c
73ZPL9D4,736,d
G1CUJXU2,738,a
FS5EQYKJ,738,b
YWYPSKA2,738,c
DYZK5JSM,738,d
UDXM2DA3,739,a
JUDBNZYG,739,b
OWCZ1N0M,739,c
5EHVEORM,739,d
IQWIA0M7,740,a
7H8XC0JD,740,b
I8D6W4MW,740,c
TQUCJ3FW,740,d
HP5V0Q68,742,a
DVM8NWTK,742,b
ZXG0JKE1,742,c
S7AF2NH0,742,d
0XUTOCN0,748,a
3LH65EHX,748,b
CLAV1CQF,748,c
MDQBTEVW,748,d
A79B39HL,755,a
J7YMC6YN,755,b
27M4CHKE,755,c
NFIAOLIV,755,d
9IHRLE0V,756,a
MPO1EZD4,756,b
L6MZ65ER,756,c
AX8UIYWN,756,d
COWD4DZY,759,a
WN60KTSG,759,b
HMOQ5TYY,759,c
MOZWDRMX,759,d
F07QMYTD,760,a
RPSN4ZRF,760,b
B53BSG0K,760,c
BCIY1SR8,760,d
HEIHJAQ1,761,a
FRU798DA,761,b
6LRSW85Q,761,c
LIDHZMWJ,761,d
82QRA6T6,764,a
1ZC4WHKR,764,b
BYQ29LOW,764,c
5X0PCQP7,764,d
Y400H0GW,767,a
5P5JVREM,767,b
21NCJ5SE,767,c
20Q8NIQB,767,d
OZHHCS56,768,a
SZQ7ZZ6H,768,b
9B5DXH6S,768,c
5U4W715X,768,d
Y8CYTK7R,772,a
JBLI2S0O,772,b
QSW31XQC,772,c
4TWCRJLF,772,d
PTK163JI,775,a
80ORTEJ8,775,b
05916BVB,775,c
AHJY0LLU,775,d
ZNIG231C,776,a
6PTY9DXM,776,b
X5967ODR,776,c
5MAQTE2A,776,d
I418FWOS,778,a
O1WVSN2K,778,b
3HWJ8O83,778,c
YO30SPGV,778,d
KQXCI7K3,782,a
IQCHEPN1,782,b
L96WQCD2,782,c
8EWWNGU1,782,d
085U9R5E,785,a
5GKUN7OQ,785,b
SGKY569Y,785,c
L5DNE5ME,785,d
IKYLVT84,793,a
PZJ23VZK,793,b
TDCWM8K0,793,c
FC7RK795,793,d
AR066106,796,a
OIRYAI5G,796,b
NVA781SV,796,c
TLQED3UO,796,d
1JPOK9V0,798,a
8IEKRPB9,798,b
ERQVQN5H,798,c
4K4DIGST,798,d
RC56XGDL,804,a
RJ75A2EY,804,b
F1547L8X,804,c
N72QVZGR,804,d
X01IIRVX,806,a
IK0G5WEF,806,b
O0DDF9BL,806,c
N9FN2VRA,806,d
G2YUV86Q,807,a
T9Q7MY7X,807,b
U30EQKVL,807,c
71C1STJQ,807,d
9LPC2S10,808,a
KGBU9TIR,808,b
2OK3QMYR,808,c
D1GWUJPB,808,d
SKSABJ2T,813,a
1YPFTUF7,813,b
303JT79T,813,c
AFGU8CJE,813,d
5TRVHQ57,819,a
BH45HFLH,819,b
5Y5FK2SG,819,c
OHV8A903,819,d
4CJFMQ87,822,a
68CBY4PI,822,b
9RM6TQR4,822,c
I4GKZ74V,822,d
L3GTBERZ,826,a
SSZZD8DG,826,b
QAQHRE7R,826,c
5J286PK7,826,d
DL8GAUTJ,829,a
71W0E46B,829,b
ZUKOF75H,829,c
I1E9WXQH,829,d
1SOTM77V,836,a
CEC2QWBI,836,b
FTP4HSA5,836,c
TB1K0POX,836,d
9K03TQKP,840,a
U0JAVEN5,840,b
D27P0X6S,840,c
RIJONQZI,840,d
IGBGP632,841,a
6H666JXW,841,b
70DOEW7L,841,c
T9MNW40D,841,d
PAO3UKHJ,853,a
MTX87VVM,853,b
G92OFM9L,853,c
4FUJIZXT,853,d
TVOIMJU5,854,a
H94SQNPC,854,b
5HRM8WOZ,854,c
A50P988F,854,d
CEGJ37TU,858,a
3BVBH5AM,858,b
ZQHREE6W,858,c
IJFHW83L,858,d
NCZPOL23,863,a
R9I0XWYJ,863,b
WZ2VBY7D,863,c
TAR0C5K9,863,d
81ZLE9AF,865,a
MAODRMHH,865,b
DH51I05L,865,c
ZQA1MHJ7,865,d
V0ZCZBYC,866,a
R8J7SH00,866,b
SLON93Y9,866,c
G0PMOV0C,866,d
ZMPMAGVG,868,a
P2MYAH6Q,868,b
K8MI2JLQ,868,c
YQ4LWJY2,868,d
3WVG6M88,871,a
6DYYAN1T,871,b
9XK8ATB1,871,c
P0DCY4GM,871,d
UHZD02XI,872,a
3VRZ17W5,872,b
6DB58U8G,872,c
W7QD7CRI,872,d
HL7NBAKQ,877,a
UZVBJ65N,877,b
G272XCUY,877,c
4MIDYT17,877,d
AACH6HYL,881,a
HXXRDCX2,881,b
NVIBKR6F,881,c
K7UIJJFD,881,d
8FH8XY76,884,a
VIYP6Q4R,884,b
GXULC35V,884,c
NAPXONXM,884,d
L7RBW3H0,888,a
EGIEG9S7,888,b
FSI9RB14,888,c
CG4ZUXLH,888,d
C2FKO57P,890,a
LGCZ88IJ,890,b
Z3BTZEH1,890,c
DN2WJPAU,890,d
OBH8AEHT,892,a
JQOPSOYI,892,b
XO1TSEP1,892,c
9XVY8U64,892,d
CPRX97O3,893,a
JHV1I19P,893,b
6CQQVOY3,893,c
HG97OB2G,893,d
H67CN3YX,894,a
SWKO3WRI,894,b
6L39THK9,894,c
9ZVA5HLE,894,d
Y6QE014P,896,a
RH3R6DC8,896,b
RCJUG1T7,896,c
E1QRQA9R,896,d
C9NB3Z5X,897,a
N2OXYLSD,897,b
U5HBO2OZ,897,c
2QFBMK4C,897,d
XTD3M0UU,905,a
G96RWNR7,905,b
6S1W5QJ8,905,c
RJ79S29O,905,d
JVCMJRVT,907,a
YQDTAB4O,907,b
XJKRUY9G,907,c
0I686K2V,907,d
IB8S6W00,913,a
DLTIV0D7,913,b
S2SPP8NL,913,c
DZ2GLUKK,913,d
U7RFG4E6,915,a
KFQ27SE7,915,b
Y7GLKKA1,915,c
8CPKNGP4,915,d
UADUEKN1,920,a
Z6IBKNFV,920,b
3PJ60INU,920,c
FI6VW0LP,920,d
98P9NVHI,921,a
SUM0XZID,921,b
QC2JWJ4S,921,c
O7HOOSQW,921,d
79H3CV9N,922,a
KMZVE47W,922,b
KXMUD2PJ,922,c
UDDAJ71J,922,d
J3BZSY4A,926,a
6A22RQCI,926,b
AR8C3G57,926,c
GURJA19A,926,d
85CHYZJT,930,a
UY07QFMW,930,b
GN2T1DCT,930,c
4RZM4IJH,930,d
8JDDZ795,933,a
LVBAW7BV,933,b
9L0WVVWA,933,c
JIM3X0G2,933,d
Z08G7JB7,940,a
LT3OJ367,940,b
TI2NLW23,940,c
75W6C5JW,940,d
9X42CFM9,941,a
JA9KGGV8,941,b
KTS4JL1Z,941,c
G8ID2DGG,941,d
XSW0TFWC,943,a
DA3M5OQY,943,b
9BZCXZKR,943,c
XOP91H1Y,943,d
TX4T5SLU,946,a
706BBFQN,946,b
FK5LRX0C,946,c
JMFJKX6Q,946,d
SJEFT182,948,a
1BDH8MZB,948,b
V8XPJLP7,948,c
P6S22XVH,948,d
CGKBCWM3,951,a
LPGTA250,951,b
QZQTFN52,951,c
9SSJS6AL,951,d
95ZW06HD,955,a
AD62LCJN,955,b
HAM0U3ME,955,c
N8L5ITL3,955,d
7MELCO3L,956,a
W3NLTOYZ,956,b
ZZVWKJNH,956,c
NVPUFMZA,956,d
JEWZT3E7,964,a
9ND7TFLO,964,b
GUX9FSXT,964,c
VPLU880H,964,d
W1MNLG1S,967,a
BHDA4VIY,967,b
BY1KC9M1,967,c
YDXDKPVX,967,d
10Y6IN2T,974,a
5XNACE62,974,b
7EYDRA86,974,c
XY1UW4N3,974,d
06J8Y3JB,977,a
OHELQ0NW,977,b
0UU0XBJC,977,c
IQ4YDFKK,977,d
U8AUOBGA,979,a
8ATPMQTZ,979,b
X4MQXTDT,979,c
O1VFR229,979,d
FLGCF6NK,980,a
1J51PCRR,980,b
R86EBUHJ,980,c
HWKB8C3Q,980,d
ENHRDRP3,982,a
LV03RQB2,982,b
CUL8D74C,982,c
1B2TGJHU,982,d
7Z1917VE,989,a
HWRYCO6R,989,b
ZPUALYWB,989,c
H240NDMQ,989,d
2XTLU4RC,990,a
ZTJY7NCU,990,b
80APAV7X,990,c
7FU5I3SU,990,d
X4FJF2S2,1006,a
VAY85IDH,1006,b
8FWQOJSV,1006,c
J2MWR4XL,1006,d
RQEOWH7X,1008,a
9FKOKDVZ,1008,b
18R7V51S,1008,c
CPKCX3FL,1008,d
9PYC4SBX,1009,a
YTLIMORN,1009,b
KRKKQ48D,1009,c
R7NG978F,1009,d
Y6MDFNTP,1010,a
WG66A1ZU,1010,b
WUW5AXB2,1010,c
YEP5Z5DB,1010,d
GY05AYUC,1011,a
PONQW0I9,1011,b
AVA62PHI,1011,c
BMXIHJGF,1011,d
0FSE4B3Q,1014,a
QZBO3E6L,1014,b
ML6M7LPA,1014,c
TMROD21G,1014,d
WYB9BAAI,1016,a
YVHOS650,1016,b
VK4ZNGPA,1016,c
HKJM88H8,1016,d
711LMPFW,1019,a
SOVZS2E0,1019,b
7Q1NHZO6,1019,c
UL7BL7TV,1019,d
1JA8TT25,1021,a
XV7ID7R3,1021,b
M0G6VQZN,1021,c
T7559Z8F,1021,d
8XBMNJOM,1022,a
9E6ZCHPJ,1022,b
3UBCK0O1,1022,c
K2Q4OA20,1022,d
5LJ40BIZ,1026,a
4OHZWN8R,1026,b
EZNAJ6C6,1026,c
DBCR13JM,1026,d
MOGTCHZF,1030,a
K7HCLLT5,1030,b
4I492L8E,1030,c
SRL1ICCE,1030,d
02RYKE9T,1033,a
Z7WLVZ0T,1033,b
2YNGNB4D,1033,c
XRB7FX49,1033,d
UFWE7UVJ,1036,a
F0YEYXBR,1036,b
1YC7O9ZW,1036,c
L5IIWJEC,1036,d
V9OMK0I6,1037,a
JWG4K64P,1037,b
PSQP8T3V,1037,c
OY21TJN7,1037,d
POS6HSHV,1046,a
ALG2102M,1046,b
VSXS4AFU,1046,c
TEI8LDR4,1046,d
HSILIJ33,1047,a
79L2JGQW,1047,b
50SP0JR7,1047,c
NM9IWP6R,1047,d
BCQAP692,1055,a
2AG5WA3L,1055,b
JRYTKIH0,1055,c
C54K8MAA,1055,d
HHROJY5O,1057,a
GZOG4DUM,1057,b
SZERFPOR,1057,c
CQ8VE28S,1057,d
K7D3OYJS,1058,a
ZX1POMC5,1058,b
BO3TIH5O,1058,c
RPQJGET8,1058,d
0UHXSDIU,1060,a
TUCJQ8MJ,1060,b
918JQCJH,1060,c
W2X56MGI,1060,d
B79WRKX9,1062,a
VZ1OCV85,1062,b
3JJD8C61,1062,c
5W7N4OQO,1062,d
FX6Q1FEQ,1063,a
PSQ96XP1,1063,b
3E8L30O2,1063,c
16AWS817,1063,d
QSZUOVK8,1064,a
PB4GZY3Q,1064,b
DPCM7VJD,1064,c
X9QJKSWV,1064,d
R2NWR589,1067,a
PDPUO4IM,1067,b
V0LD156Q,1067,c
GQ4UQOJE,1067,d
TNU9MC9F,1068,a
6ZPWYFAM,1068,b
TSNPOELK,1068,c
UG9I4K7L,1068,d
YCTO2Z3R,1073,a
OJ372G12,1073,b
XGSVA02A,1073,c
JQEPNSZ8,1073,d
CROHU52M,1074,a
J659OFU4,1074,b
F60FVX09,1074,c
7GFXWA99,1074,d
969OY6CO,1076,a
1ZRBRVYA,1076,b
I4CRLIMT,1076,c
BFDGW2D7,1076,d
8MECEJP8,1081,a
A27KTBE1,1081,b
DQ0BITCN,1081,c
DI86FFXQ,1081,d
6KNM11SF,1083,a
QPBCJIKU,1083,b
XYC23U67,1083,c
M57ZYHQS,1083,d
JYTQOOD4,1085,a
6KGDNT7N,1085,b
7RGFSXSC,1085,c
NQ3L092P,1085,d
6PCW2DBD,1086,a
CC2ZP6AI,1086,b
U0U8551K,1086,c
BH4BQ0N0,1086,d
GZ38N9GO,1088,a
50NG5U5D,1088,b
WMCA4SV4,1088,c
24O6MPB3,1088,d
DDAI0PBF,1089,a
NNZCSWFI,1089,b
3UAPR0S6,1089,c
GFR2HABM,1089,d
MHD95TRV,1090,a
6XAO7WWY,1090,b
LRUOKA9P,1090,c
TUMWUJ38,1090,d
JSKR19C1,1091,a
52PS2W69,1091,b
IQF875PA,1091,c
D7L8150K,1091,d
FNTCCE6S,1092,a
LFUN8HBR,1092,b
AAT7FWX7,1092,c
7PNL1VXF,1092,d
DMH1JJ9J,1093,a
H61OM15L,1093,b
Z0UIA6O0,1093,c
NWZZH5P5,1093,d
HRKFNUMQ,1094,a
1AH0I6XS,1094,b
R3UYALN0,1094,c
CU759NNN,1094,d
QH473974,1096,a
DOU2G3ZT,1096,b
8SOBVA3E,1096,c
71LM8HF5,1096,d
GFQUSQF5,1097,a
57448JJW,1097,b
1PC4BQ4A,1097,c
YUVROJ84,1097,d
6KG7C6GK,1099,a
L03B1H10,1099,b
EUP7RKQR,1099,c
MIDCQWGS,1099,d
3LAU1WMN,1100,a
F7YX78R4,1100,b
J4NFKU23,1100,c
FI0S6MTO,1100,d
URWP35B8,1102,a
2NBR4HWX,1102,b
A3V6B2KG,1102,c
0IY37VCH,1102,d
U6L47GJR,1104,a
I5HG45KG,1104,b
S4V3PTQC,1104,c
SYY7A9QH,1104,d
ZGLN4IB3,1109,a
CMBJ2U1R,1109,b
9Z71PWEM,1109,c
VWGBUARA,1109,d
V6AXUR4V,1118,a
3219WMFI,1118,b
PWXP6YV9,1118,c
R5E3DFUK,1118,d
ZPXCOUYC,1125,a
LNYGELYU,1125,b
EWRT055Q,1125,c
4DPDCCK3,1125,d
TBGS3HF9,1128,a
O153JX4S,1128,b
KZ9AKCQW,1128,c
9AJJAUV2,1128,d
80I0TBJQ,1132,a
0THZ3ZOF,1132,b
H9SEZ0J5,1132,c
BBBVOL42,1132,d
9OC0KPND,1148,a
A2PQWARA,1148,b
A34AYS7K,1148,c
ZCITPTU9,1148,d
M7U3DTC1,1152,a
ZJPZNRMD,1152,b
XWK2FS27,1152,c
POK2BHGF,1152,d
5PAWASTC,1154,a
J8AZ5M3R,1154,b
CYOQ152K,1154,c
UC3D1G00,1154,d
USYP9L99,1161,a
C4ASP7FO,1161,b
SBJR3FH9,1161,c
429LLF04,1161,d
LSWZN7RS,1162,a
VR03TGK7,1162,b
T2WY9MU1,1162,c
BE0CKEMT,1162,d
JS883F9Z,1169,a
F529H5YK,1169,b
06NHP4DF,1169,c
HIHCYTQY,1169,d
HYIPAHXP,1170,a
E8DD9465,1170,b
U62LWG1F,1170,c
C6Y8BAVM,1170,d
MLI6M7Y2,1173,a
NYFMLEQF,1173,b
5R4ISG9G,1173,c
5COUMKEH,1173,d
W6IFHOIV,1174,a
6SFKWDVE,1174,b
FNJ20REO,1174,c
5OTXNLWM,1174,d
1HBQ3FVN,1176,a
K6DSBZOK,1176,b
QO5D0GBS,1176,c
WKY44FC8,1176,d
RCOID0X2,1179,a
IQDJHLGD,1179,b
BHK8ZSI6,1179,c
H3AY8MLI,1179,d
KPN2DTNC,1187,a
81PLSU96,1187,b
J8AKGH25,1187,c
30V3NXTU,1187,d
4QGO82C3,1188,a
4EZAXMFY,1188,b
3L1HMWIC,1188,c
E4R3T05Q,1188,d
RVV36LQK,1193,a
212964QF,1193,b
LFM8M74O,1193,c
U3UYP8IL,1193,d
81SZ1A2X,1194,a
X7ZRCQNZ,1194,b
OARKXCRO,1194,c
XV0XGT9T,1194,d
T8JWAHPS,1199,a
EI935GBX,1199,b
EAC9K9V4,1199,c
D8993L4I,1199,d
GA6A75VG,1200,a
GCEK32L0,1200,b
SW6Y1EAQ,1200,c
FSF5SIWN,1200,d
