choice_id,Question_id,Choice,location
1104,405,Choice D for Q405,D
1105,406,Choice A for Q406,A
1106,406,Choice B for Q406,B
1107,406,Choice C for Q406,C
1108,406,Choice D for Q406,D
1109,407,True,A
1110,407,False,B
1111,408,Choice A for Q408,A
1112,408,Choice B for Q408,B
1113,408,Choice C for Q408,C
1114,408,Choice D for Q408,D
1115,409,True,A
1116,409,False,B
1117,410,Choice A for Q410,A
1118,410,Choice B for Q410,B
1119,410,Choice C for Q410,C
1120,410,Choice D for Q410,D
1121,411,True,A
1122,411,False,B
1123,412,Choice A for Q412,A
1124,412,Choice B for Q412,B
1125,412,Choice C for Q412,C
1126,412,Choice D for Q412,D
1127,413,Choice A for Q413,A
1128,413,Choice B for Q413,B
1129,413,Choice C for Q413,C
1130,413,Choice D for Q413,D
1131,414,Choice A for Q414,A
1132,414,Choice B for Q414,B
1133,414,Choice C for Q414,C
1134,414,Choice D for Q414,D
1135,415,True,A
1136,415,False,B
1137,416,True,A
1138,416,False,B
1139,417,True,A
1140,417,False,B
1141,418,True,A
1142,418,False,B
1143,419,Choice A for Q419,A
1144,419,Choice B for Q419,B
1145,419,Choice C for Q419,C
1146,419,Choice D for Q419,D
1147,420,True,A
1148,420,False,B
1149,421,True,A
1150,421,False,B
1151,422,True,A
1152,422,False,B
1153,423,True,A
1154,423,False,B
1155,424,Choice A for Q424,A
1156,424,Choice B for Q424,B
1157,424,Choice C for Q424,C
1158,424,Choice D for Q424,D
1159,425,Choice A for Q425,A
1160,425,Choice B for Q425,B
1161,425,Choice C for Q425,C
1162,425,Choice D for Q425,D
1163,426,Choice A for Q426,A
1164,426,Choice B for Q426,B
1165,426,Choice C for Q426,C
1166,426,Choice D for Q426,D
1167,427,True,A
1168,427,False,B
1169,428,True,A
1170,428,False,B
1171,429,True,A
1172,429,False,B
1173,430,True,A
1174,430,False,B
1175,431,True,A
1176,431,False,B
1177,432,True,A
1178,432,False,B
1179,433,Choice A for Q433,A
1180,433,Choice B for Q433,B
1181,433,Choice C for Q433,C
1182,433,Choice D for Q433,D
1183,434,True,A
1184,434,False,B
1185,435,True,A
1186,435,False,B
1187,436,True,A
1188,436,False,B
1189,437,Choice A for Q437,A
1190,437,Choice B for Q437,B
1191,437,Choice C for Q437,C
1192,437,Choice D for Q437,D
1193,438,True,A
1194,438,False,B
1195,439,Choice A for Q439,A
1196,439,Choice B for Q439,B
1197,439,Choice C for Q439,C
1198,439,Choice D for Q439,D
1199,440,True,A
1200,440,False,B
1201,441,True,A
1202,441,False,B
1203,442,Choice A for Q442,A
1204,442,Choice B for Q442,B
1205,442,Choice C for Q442,C
1206,442,Choice D for Q442,D
1207,443,True,A
1208,443,False,B
1209,444,True,A
1210,444,False,B
1211,445,True,A
1212,445,False,B
1213,446,True,A
1214,446,False,B
1215,447,Choice A for Q447,A
1216,447,Choice B for Q447,B
1217,447,Choice C for Q447,C
1218,447,Choice D for Q447,D
1219,448,True,A
1220,448,False,B
1221,449,Choice A for Q449,A
1222,449,Choice B for Q449,B
1223,449,Choice C for Q449,C
1224,449,Choice D for Q449,D
1225,450,Choice A for Q450,A
1226,450,Choice B for Q450,B
1227,450,Choice C for Q450,C
1228,450,Choice D for Q450,D
1229,451,True,A
1230,451,False,B
1231,452,True,A
1232,452,False,B
1233,453,True,A
1234,453,False,B
1235,454,True,A
1236,454,False,B
1237,455,Choice A for Q455,A
1238,455,Choice B for Q455,B
1239,455,Choice C for Q455,C
1240,455,Choice D for Q455,D
1241,456,True,A
1242,456,False,B
1243,457,True,A
1244,457,False,B
1245,458,True,A
1246,458,False,B
1247,459,Choice A for Q459,A
1248,459,Choice B for Q459,B
1249,459,Choice C for Q459,C
1250,459,Choice D for Q459,D
1251,460,True,A
1252,460,False,B
1253,461,True,A
1254,461,False,B
1255,462,Choice A for Q462,A
1256,462,Choice B for Q462,B
1257,462,Choice C for Q462,C
1258,462,Choice D for Q462,D
1259,463,Choice A for Q463,A
1260,463,Choice B for Q463,B
1261,463,Choice C for Q463,C
1262,463,Choice D for Q463,D
1263,464,True,A
1264,464,False,B
1265,465,True,A
1266,465,False,B
1267,466,True,A
1268,466,False,B
1269,467,True,A
1270,467,False,B
1271,468,True,A
1272,468,False,B
1273,469,Choice A for Q469,A
1274,469,Choice B for Q469,B
1275,469,Choice C for Q469,C
1276,469,Choice D for Q469,D
1277,470,True,A
1278,470,False,B
1279,471,True,A
1280,471,False,B
1281,472,True,A
1282,472,False,B
1283,473,True,A
1284,473,False,B
1285,474,True,A
1286,474,False,B
1287,475,Choice A for Q475,A
1288,475,Choice B for Q475,B
1289,475,Choice C for Q475,C
1290,475,Choice D for Q475,D
1291,476,Choice A for Q476,A
1292,476,Choice B for Q476,B
1293,476,Choice C for Q476,C
1294,476,Choice D for Q476,D
1295,477,Choice A for Q477,A
1296,477,Choice B for Q477,B
1297,477,Choice C for Q477,C
1298,477,Choice D for Q477,D
1299,478,True,A
1300,478,False,B
1301,479,Choice A for Q479,A
1302,479,Choice B for Q479,B
1303,479,Choice C for Q479,C
1304,479,Choice D for Q479,D
1305,480,True,A
1306,480,False,B
1307,481,True,A
1308,481,False,B
1309,482,True,A
1310,482,False,B
1311,483,True,A
1312,483,False,B
1313,484,True,A
1314,484,False,B
1315,485,True,A
1316,485,False,B
1317,486,Choice A for Q486,A
1318,486,Choice B for Q486,B
1319,486,Choice C for Q486,C
1320,486,Choice D for Q486,D
1321,487,True,A
1322,487,False,B
1323,488,True,A
1324,488,False,B
1325,489,Choice A for Q489,A
1326,489,Choice B for Q489,B
1327,489,Choice C for Q489,C
1328,489,Choice D for Q489,D
1329,490,True,A
1330,490,False,B
1331,491,Choice A for Q491,A
1332,491,Choice B for Q491,B
1333,491,Choice C for Q491,C
1334,491,Choice D for Q491,D
1335,492,True,A
1336,492,False,B
1337,493,True,A
1338,493,False,B
1339,494,True,A
1340,494,False,B
1341,495,True,A
1342,495,False,B
1343,496,True,A
1344,496,False,B
1345,497,Choice A for Q497,A
1346,497,Choice B for Q497,B
1347,497,Choice C for Q497,C
1348,497,Choice D for Q497,D
1349,498,True,A
1350,498,False,B
1351,499,Choice A for Q499,A
1352,499,Choice B for Q499,B
1353,499,Choice C for Q499,C
1354,499,Choice D for Q499,D
1355,500,True,A
1356,500,False,B
1357,501,Choice A for Q501,A
1358,501,Choice B for Q501,B
1359,501,Choice C for Q501,C
1360,501,Choice D for Q501,D
1361,502,True,A
1362,502,False,B
1363,503,Choice A for Q503,A
1364,503,Choice B for Q503,B
1365,503,Choice C for Q503,C
1366,503,Choice D for Q503,D
1367,504,True,A
1368,504,False,B
1369,505,True,A
1370,505,False,B
1371,506,Choice A for Q506,A
1372,506,Choice B for Q506,B
1373,506,Choice C for Q506,C
1374,506,Choice D for Q506,D
1375,507,Choice A for Q507,A
1376,507,Choice B for Q507,B
1377,507,Choice C for Q507,C
1378,507,Choice D for Q507,D
1379,508,Choice A for Q508,A
1380,508,Choice B for Q508,B
1381,508,Choice C for Q508,C
1382,508,Choice D for Q508,D
1383,509,True,A
1384,509,False,B
1385,510,Choice A for Q510,A
1386,510,Choice B for Q510,B
1387,510,Choice C for Q510,C
1388,510,Choice D for Q510,D
1389,511,True,A
1390,511,False,B
1391,512,True,A
1392,512,False,B
1393,513,Choice A for Q513,A
1394,513,Choice B for Q513,B
1395,513,Choice C for Q513,C
1396,513,Choice D for Q513,D
1397,514,True,A
1398,514,False,B
1399,515,True,A
1400,515,False,B
1401,516,True,A
1402,516,False,B
1403,517,True,A
1404,517,False,B
1405,518,Choice A for Q518,A
1406,518,Choice B for Q518,B
1407,518,Choice C for Q518,C
1408,518,Choice D for Q518,D
1409,519,True,A
1410,519,False,B
1411,520,True,A
1412,520,False,B
1413,521,Choice A for Q521,A
1414,521,Choice B for Q521,B
1415,521,Choice C for Q521,C
1416,521,Choice D for Q521,D
1417,522,True,A
1418,522,False,B
1419,523,Choice A for Q523,A
1420,523,Choice B for Q523,B
1421,523,Choice C for Q523,C
1422,523,Choice D for Q523,D
1423,524,Choice A for Q524,A
1424,524,Choice B for Q524,B
1425,524,Choice C for Q524,C
1426,524,Choice D for Q524,D
1427,525,True,A
1428,525,False,B
1429,526,True,A
1430,526,False,B
1431,527,True,A
1432,527,False,B
1433,528,True,A
1434,528,False,B
1435,529,Choice A for Q529,A
1436,529,Choice B for Q529,B
1437,529,Choice C for Q529,C
1438,529,Choice D for Q529,D
1439,530,True,A
1440,530,False,B
1441,531,Choice A for Q531,A
1442,531,Choice B for Q531,B
1443,531,Choice C for Q531,C
1444,531,Choice D for Q531,D
1445,532,True,A
1446,532,False,B
1447,533,True,A
1448,533,False,B
1449,534,True,A
1450,534,False,B
1451,535,Choice A for Q535,A
1452,535,Choice B for Q535,B
1453,535,Choice C for Q535,C
1454,535,Choice D for Q535,D
1455,536,True,A
1456,536,False,B
1457,537,Choice A for Q537,A
1458,537,Choice B for Q537,B
1459,537,Choice C for Q537,C
1460,537,Choice D for Q537,D
1461,538,True,A
1462,538,False,B
1463,539,Choice A for Q539,A
1464,539,Choice B for Q539,B
1465,539,Choice C for Q539,C
1466,539,Choice D for Q539,D
1467,540,True,A
1468,540,False,B
1469,541,True,A
1470,541,False,B
1471,542,True,A
1472,542,False,B
1473,543,True,A
1474,543,False,B
1475,544,True,A
1476,544,False,B
1477,545,True,A
1478,545,False,B
1479,546,True,A
1480,546,False,B
1481,547,Choice A for Q547,A
1482,547,Choice B for Q547,B
1483,547,Choice C for Q547,C
1484,547,Choice D for Q547,D
1485,548,Choice A for Q548,A
1486,548,Choice B for Q548,B
1487,548,Choice C for Q548,C
1488,548,Choice D for Q548,D
1489,549,True,A
1490,549,False,B
1491,550,True,A
1492,550,False,B
1493,551,Choice A for Q551,A
1494,551,Choice B for Q551,B
1495,551,Choice C for Q551,C
1496,551,Choice D for Q551,D
1497,552,True,A
1498,552,False,B
1499,553,True,A
1500,553,False,B
1501,554,True,A
1502,554,False,B
1503,555,Choice A for Q555,A
1504,555,Choice B for Q555,B
1505,555,Choice C for Q555,C
1506,555,Choice D for Q555,D
1507,556,True,A
1508,556,False,B
1509,557,True,A
1510,557,False,B
1511,558,True,A
1512,558,False,B
1513,559,True,A
1514,559,False,B
1515,560,Choice A for Q560,A
1516,560,Choice B for Q560,B
1517,560,Choice C for Q560,C
1518,560,Choice D for Q560,D
1519,561,True,A
1520,561,False,B
1521,562,Choice A for Q562,A
1522,562,Choice B for Q562,B
1523,562,Choice C for Q562,C
1524,562,Choice D for Q562,D
1525,563,True,A
1526,563,False,B
1527,564,True,A
1528,564,False,B
1529,565,Choice A for Q565,A
1530,565,Choice B for Q565,B
1531,565,Choice C for Q565,C
1532,565,Choice D for Q565,D
1533,566,True,A
1534,566,False,B
1535,567,True,A
1536,567,False,B
1537,568,True,A
1538,568,False,B
1539,569,True,A
1540,569,False,B
1541,570,True,A
1542,570,False,B
1543,571,Choice A for Q571,A
1544,571,Choice B for Q571,B
1545,571,Choice C for Q571,C
1546,571,Choice D for Q571,D
1547,572,True,A
1548,572,False,B
1549,573,Choice A for Q573,A
1550,573,Choice B for Q573,B
1551,573,Choice C for Q573,C
1552,573,Choice D for Q573,D
1553,574,Choice A for Q574,A
1554,574,Choice B for Q574,B
1555,574,Choice C for Q574,C
1556,574,Choice D for Q574,D
1557,575,True,A
1558,575,False,B
1559,576,Choice A for Q576,A
1560,576,Choice B for Q576,B
1561,576,Choice C for Q576,C
1562,576,Choice D for Q576,D
1563,577,True,A
1564,577,False,B
1565,578,True,A
1566,578,False,B
1567,579,Choice A for Q579,A
1568,579,Choice B for Q579,B
1569,579,Choice C for Q579,C
1570,579,Choice D for Q579,D
1571,580,True,A
1572,580,False,B
1573,581,True,A
1574,581,False,B
1575,582,Choice A for Q582,A
1576,582,Choice B for Q582,B
1577,582,Choice C for Q582,C
1578,582,Choice D for Q582,D
1579,583,True,A
1580,583,False,B
1581,584,True,A
1582,584,False,B
1583,585,Choice A for Q585,A
1584,585,Choice B for Q585,B
1585,585,Choice C for Q585,C
1586,585,Choice D for Q585,D
1587,586,True,A
1588,586,False,B
1589,587,True,A
1590,587,False,B
1591,588,True,A
1592,588,False,B
1593,589,Choice A for Q589,A
1594,589,Choice B for Q589,B
1595,589,Choice C for Q589,C
1596,589,Choice D for Q589,D
1597,590,True,A
1598,590,False,B
1599,591,True,A
1600,591,False,B
1601,592,True,A
1602,592,False,B
1603,593,True,A
1604,593,False,B
1605,594,True,A
1606,594,False,B
1607,595,True,A
1608,595,False,B
1609,596,Choice A for Q596,A
1610,596,Choice B for Q596,B
1611,596,Choice C for Q596,C
1612,596,Choice D for Q596,D
1613,597,True,A
1614,597,False,B
1615,598,True,A
1616,598,False,B
1617,599,True,A
1618,599,False,B
1619,600,True,A
1620,600,False,B
1621,601,True,A
1622,601,False,B
1623,602,True,A
1624,602,False,B
1625,603,True,A
1626,603,False,B
1627,604,True,A
1628,604,False,B
1629,605,Choice A for Q605,A
1630,605,Choice B for Q605,B
1631,605,Choice C for Q605,C
1632,605,Choice D for Q605,D
1633,606,True,A
1634,606,False,B
1635,607,True,A
1636,607,False,B
1637,608,True,A
1638,608,False,B
1639,609,Choice A for Q609,A
1640,609,Choice B for Q609,B
1641,609,Choice C for Q609,C
1642,609,Choice D for Q609,D
1643,610,Choice A for Q610,A
1644,610,Choice B for Q610,B
1645,610,Choice C for Q610,C
1646,610,Choice D for Q610,D
1647,611,True,A
1648,611,False,B
1649,612,True,A
1650,612,False,B
1651,613,True,A
1652,613,False,B
1653,614,True,A
1654,614,False,B
1655,615,Choice A for Q615,A
1656,615,Choice B for Q615,B
1657,615,Choice C for Q615,C
1658,615,Choice D for Q615,D
1659,616,True,A
1660,616,False,B
1661,617,Choice A for Q617,A
1662,617,Choice B for Q617,B
1663,617,Choice C for Q617,C
1664,617,Choice D for Q617,D
1665,618,True,A
1666,618,False,B
1667,619,True,A
1668,619,False,B
1669,620,Choice A for Q620,A
1670,620,Choice B for Q620,B
1671,620,Choice C for Q620,C
1672,620,Choice D for Q620,D
1673,621,True,A
1674,621,False,B
1675,622,Choice A for Q622,A
1676,622,Choice B for Q622,B
1677,622,Choice C for Q622,C
1678,622,Choice D for Q622,D
1679,623,True,A
1680,623,False,B
1681,624,Choice A for Q624,A
1682,624,Choice B for Q624,B
1683,624,Choice C for Q624,C
1684,624,Choice D for Q624,D
1685,625,True,A
1686,625,False,B
1687,626,True,A
1688,626,False,B
1689,627,Choice A for Q627,A
1690,627,Choice B for Q627,B
1691,627,Choice C for Q627,C
1692,627,Choice D for Q627,D
1693,628,True,A
1694,628,False,B
1695,629,True,A
1696,629,False,B
1697,630,True,A
1698,630,False,B
1699,631,Choice A for Q631,A
1700,631,Choice B for Q631,B
1701,631,Choice C for Q631,C
1702,631,Choice D for Q631,D
1703,632,Choice A for Q632,A
1704,632,Choice B for Q632,B
1705,632,Choice C for Q632,C
1706,632,Choice D for Q632,D
1707,633,Choice A for Q633,A
1708,633,Choice B for Q633,B
1709,633,Choice C for Q633,C
1710,633,Choice D for Q633,D
1711,634,Choice A for Q634,A
1712,634,Choice B for Q634,B
1713,634,Choice C for Q634,C
1714,634,Choice D for Q634,D
1715,635,Choice A for Q635,A
1716,635,Choice B for Q635,B
1717,635,Choice C for Q635,C
1718,635,Choice D for Q635,D
1719,636,True,A
1720,636,False,B
1721,637,True,A
1722,637,False,B
1723,638,Choice A for Q638,A
1724,638,Choice B for Q638,B
1725,638,Choice C for Q638,C
1726,638,Choice D for Q638,D
1727,639,Choice A for Q639,A
1728,639,Choice B for Q639,B
1729,639,Choice C for Q639,C
1730,639,Choice D for Q639,D
1731,640,True,A
1732,640,False,B
1733,641,True,A
1734,641,False,B
1735,642,True,A
1736,642,False,B
1737,643,True,A
1738,643,False,B
1739,644,Choice A for Q644,A
1740,644,Choice B for Q644,B
1741,644,Choice C for Q644,C
1742,644,Choice D for Q644,D
1743,645,True,A
1744,645,False,B
1745,646,Choice A for Q646,A
1746,646,Choice B for Q646,B
1747,646,Choice C for Q646,C
1748,646,Choice D for Q646,D
1749,647,True,A
1750,647,False,B
1751,648,True,A
1752,648,False,B
1753,649,Choice A for Q649,A
1754,649,Choice B for Q649,B
1755,649,Choice C for Q649,C
1756,649,Choice D for Q649,D
1757,650,True,A
1758,650,False,B
1759,651,Choice A for Q651,A
1760,651,Choice B for Q651,B
1761,651,Choice C for Q651,C
1762,651,Choice D for Q651,D
1763,652,True,A
1764,652,False,B
1765,653,True,A
1766,653,False,B
1767,654,True,A
1768,654,False,B
1769,655,True,A
1770,655,False,B
1771,656,True,A
1772,656,False,B
1773,657,True,A
1774,657,False,B
1775,658,Choice A for Q658,A
1776,658,Choice B for Q658,B
1777,658,Choice C for Q658,C
1778,658,Choice D for Q658,D
1779,659,True,A
1780,659,False,B
1781,660,True,A
1782,660,False,B
1783,661,True,A
1784,661,False,B
1785,662,True,A
1786,662,False,B
1787,663,True,A
1788,663,False,B
1789,664,Choice A for Q664,A
1790,664,Choice B for Q664,B
1791,664,Choice C for Q664,C
1792,664,Choice D for Q664,D
1793,665,True,A
1794,665,False,B
1795,666,True,A
1796,666,False,B
1797,667,True,A
1798,667,False,B
1799,668,True,A
1800,668,False,B
1801,669,True,A
1802,669,False,B
1803,670,Choice A for Q670,A
1804,670,Choice B for Q670,B
1805,670,Choice C for Q670,C
1806,670,Choice D for Q670,D
1807,671,Choice A for Q671,A
1808,671,Choice B for Q671,B
1809,671,Choice C for Q671,C
1810,671,Choice D for Q671,D
1811,672,True,A
1812,672,False,B
1813,673,True,A
1814,673,False,B
1815,674,True,A
1816,674,False,B
1817,675,True,A
1818,675,False,B
1819,676,True,A
1820,676,False,B
1821,677,True,A
1822,677,False,B
1823,678,True,A
1824,678,False,B
1825,679,True,A
1826,679,False,B
1827,680,True,A
1828,680,False,B
1829,681,Choice A for Q681,A
1830,681,Choice B for Q681,B
1831,681,Choice C for Q681,C
1832,681,Choice D for Q681,D
1833,682,True,A
1834,682,False,B
1835,683,True,A
1836,683,False,B
1837,684,True,A
1838,684,False,B
1839,685,True,A
1840,685,False,B
1841,686,True,A
1842,686,False,B
1843,687,True,A
1844,687,False,B
1845,688,Choice A for Q688,A
1846,688,Choice B for Q688,B
1847,688,Choice C for Q688,C
1848,688,Choice D for Q688,D
1849,689,True,A
1850,689,False,B
1851,690,True,A
1852,690,False,B
1853,691,True,A
1854,691,False,B
1855,692,True,A
1856,692,False,B
1857,693,True,A
1858,693,False,B
1859,694,True,A
1860,694,False,B
1861,695,True,A
1862,695,False,B
1863,696,True,A
1864,696,False,B
1865,697,Choice A for Q697,A
1866,697,Choice B for Q697,B
1867,697,Choice C for Q697,C
1868,697,Choice D for Q697,D
1869,698,Choice A for Q698,A
1870,698,Choice B for Q698,B
1871,698,Choice C for Q698,C
1872,698,Choice D for Q698,D
1873,699,Choice A for Q699,A
1874,699,Choice B for Q699,B
1875,699,Choice C for Q699,C
1876,699,Choice D for Q699,D
1877,700,Choice A for Q700,A
1878,700,Choice B for Q700,B
1879,700,Choice C for Q700,C
1880,700,Choice D for Q700,D
1881,701,Choice A for Q701,A
1882,701,Choice B for Q701,B
1883,701,Choice C for Q701,C
1884,701,Choice D for Q701,D
1885,702,True,A
1886,702,False,B
1887,703,Choice A for Q703,A
1888,703,Choice B for Q703,B
1889,703,Choice C for Q703,C
1890,703,Choice D for Q703,D
1891,704,Choice A for Q704,A
1892,704,Choice B for Q704,B
1893,704,Choice C for Q704,C
1894,704,Choice D for Q704,D
1895,705,Choice A for Q705,A
1896,705,Choice B for Q705,B
1897,705,Choice C for Q705,C
1898,705,Choice D for Q705,D
1899,706,True,A
1900,706,False,B
1901,707,True,A
1902,707,False,B
1903,708,True,A
1904,708,False,B
1905,709,True,A
1906,709,False,B
1907,710,True,A
1908,710,False,B
1909,711,True,A
1910,711,False,B
1911,712,True,A
1912,712,False,B
1913,713,True,A
1914,713,False,B
1915,714,True,A
1916,714,False,B
1917,715,Choice A for Q715,A
1918,715,Choice B for Q715,B
1919,715,Choice C for Q715,C
1920,715,Choice D for Q715,D
1921,716,Choice A for Q716,A
1922,716,Choice B for Q716,B
1923,716,Choice C for Q716,C
1924,716,Choice D for Q716,D
1925,717,True,A
1926,717,False,B
1927,718,Choice A for Q718,A
1928,718,Choice B for Q718,B
1929,718,Choice C for Q718,C
1930,718,Choice D for Q718,D
1931,719,True,A
1932,719,False,B
1933,720,True,A
1934,720,False,B
1935,721,Choice A for Q721,A
1936,721,Choice B for Q721,B
1937,721,Choice C for Q721,C
1938,721,Choice D for Q721,D
1939,722,True,A
1940,722,False,B
1941,723,True,A
1942,723,False,B
1943,724,True,A
1944,724,False,B
1945,725,Choice A for Q725,A
1946,725,Choice B for Q725,B
1947,725,Choice C for Q725,C
1948,725,Choice D for Q725,D
1949,726,True,A
1950,726,False,B
1951,727,True,A
1952,727,False,B
1953,728,True,A
1954,728,False,B
1955,729,True,A
1956,729,False,B
1957,730,Choice A for Q730,A
1958,730,Choice B for Q730,B
1959,730,Choice C for Q730,C
1960,730,Choice D for Q730,D
1961,731,Choice A for Q731,A
1962,731,Choice B for Q731,B
1963,731,Choice C for Q731,C
1964,731,Choice D for Q731,D
1965,732,True,A
1966,732,False,B
1967,733,True,A
1968,733,False,B
1969,734,True,A
1970,734,False,B
1971,735,True,A
1972,735,False,B
1973,736,Choice A for Q736,A
1974,736,Choice B for Q736,B
1975,736,Choice C for Q736,C
1976,736,Choice D for Q736,D
1977,737,True,A
1978,737,False,B
1979,738,Choice A for Q738,A
1980,738,Choice B for Q738,B
1981,738,Choice C for Q738,C
1982,738,Choice D for Q738,D
1983,739,Choice A for Q739,A
1984,739,Choice B for Q739,B
1985,739,Choice C for Q739,C
1986,739,Choice D for Q739,D
1987,740,Choice A for Q740,A
1988,740,Choice B for Q740,B
1989,740,Choice C for Q740,C
1990,740,Choice D for Q740,D
1991,741,True,A
1992,741,False,B
1993,742,Choice A for Q742,A
1994,742,Choice B for Q742,B
1995,742,Choice C for Q742,C
1996,742,Choice D for Q742,D
1997,743,True,A
1998,743,False,B
1999,744,True,A
2000,744,False,B
2001,745,True,A
2002,745,False,B
2003,746,True,A
2004,746,False,B
2005,747,True,A
2006,747,False,B
2007,748,Choice A for Q748,A
2008,748,Choice B for Q748,B
2009,748,Choice C for Q748,C
2010,748,Choice D for Q748,D
2011,749,True,A
2012,749,False,B
2013,750,True,A
2014,750,False,B
2015,751,True,A
2016,751,False,B
2017,752,True,A
2018,752,False,B
2019,753,True,A
2020,753,False,B
2021,754,True,A
2022,754,False,B
2023,755,Choice A for Q755,A
2024,755,Choice B for Q755,B
2025,755,Choice C for Q755,C
2026,755,Choice D for Q755,D
2027,756,Choice A for Q756,A
2028,756,Choice B for Q756,B
2029,756,Choice C for Q756,C
2030,756,Choice D for Q756,D
2031,757,True,A
2032,757,False,B
2033,758,True,A
2034,758,False,B
2035,759,Choice A for Q759,A
2036,759,Choice B for Q759,B
2037,759,Choice C for Q759,C
2038,759,Choice D for Q759,D
2039,760,Choice A for Q760,A
2040,760,Choice B for Q760,B
2041,760,Choice C for Q760,C
2042,760,Choice D for Q760,D
2043,761,Choice A for Q761,A
2044,761,Choice B for Q761,B
2045,761,Choice C for Q761,C
2046,761,Choice D for Q761,D
2047,762,True,A
2048,762,False,B
2049,763,True,A
2050,763,False,B
2051,764,Choice A for Q764,A
2052,764,Choice B for Q764,B
2053,764,Choice C for Q764,C
2054,764,Choice D for Q764,D
2055,765,True,A
2056,765,False,B
2057,766,True,A
2058,766,False,B
2059,767,Choice A for Q767,A
2060,767,Choice B for Q767,B
2061,767,Choice C for Q767,C
2062,767,Choice D for Q767,D
2063,768,Choice A for Q768,A
2064,768,Choice B for Q768,B
2065,768,Choice C for Q768,C
2066,768,Choice D for Q768,D
2067,769,True,A
2068,769,False,B
2069,770,True,A
2070,770,False,B
2071,771,True,A
2072,771,False,B
2073,772,Choice A for Q772,A
2074,772,Choice B for Q772,B
2075,772,Choice C for Q772,C
2076,772,Choice D for Q772,D
2077,773,True,A
2078,773,False,B
2079,774,True,A
2080,774,False,B
2081,775,Choice A for Q775,A
2082,775,Choice B for Q775,B
2083,775,Choice C for Q775,C
2084,775,Choice D for Q775,D
2085,776,Choice A for Q776,A
2086,776,Choice B for Q776,B
2087,776,Choice C for Q776,C
2088,776,Choice D for Q776,D
2089,777,True,A
2090,777,False,B
2091,778,Choice A for Q778,A
2092,778,Choice B for Q778,B
2093,778,Choice C for Q778,C
2094,778,Choice D for Q778,D
2095,779,True,A
2096,779,False,B
2097,780,True,A
2098,780,False,B
2099,781,True,A
2100,781,False,B
2101,782,Choice A for Q782,A
2102,782,Choice B for Q782,B
2103,782,Choice C for Q782,C
2104,782,Choice D for Q782,D
2105,783,True,A
2106,783,False,B
2107,784,True,A
2108,784,False,B
2109,785,Choice A for Q785,A
2110,785,Choice B for Q785,B
2111,785,Choice C for Q785,C
2112,785,Choice D for Q785,D
2113,786,True,A
2114,786,False,B
2115,787,True,A
2116,787,False,B
2117,788,True,A
2118,788,False,B
2119,789,True,A
2120,789,False,B
2121,790,True,A
2122,790,False,B
2123,791,True,A
2124,791,False,B
2125,792,True,A
2126,792,False,B
2127,793,Choice A for Q793,A
2128,793,Choice B for Q793,B
2129,793,Choice C for Q793,C
2130,793,Choice D for Q793,D
2131,794,True,A
2132,794,False,B
2133,795,True,A
2134,795,False,B
2135,796,Choice A for Q796,A
2136,796,Choice B for Q796,B
2137,796,Choice C for Q796,C
2138,796,Choice D for Q796,D
2139,797,True,A
2140,797,False,B
2141,798,Choice A for Q798,A
2142,798,Choice B for Q798,B
2143,798,Choice C for Q798,C
2144,798,Choice D for Q798,D
2145,799,True,A
2146,799,False,B
2147,800,True,A
2148,800,False,B
2149,801,True,A
2150,801,False,B
2151,802,True,A
2152,802,False,B
2153,803,True,A
2154,803,False,B
2155,804,Choice A for Q804,A
2156,804,Choice B for Q804,B
2157,804,Choice C for Q804,C
2158,804,Choice D for Q804,D
2159,805,True,A
2160,805,False,B
2161,806,Choice A for Q806,A
2162,806,Choice B for Q806,B
2163,806,Choice C for Q806,C
2164,806,Choice D for Q806,D
2165,807,Choice A for Q807,A
2166,807,Choice B for Q807,B
